country_code,category,statistic,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015
MWI,Total,Population using safely managed sanitation services (%),,,,,,,,,,,,,,,,
MYS,Rural,Population using at least basic sanitation services (%),94.0,95.0,95.0,95.0,96.0,96.0,96.0,97.0,97.0,97.0,98.0,98.0,98.0,99.0,99.0,99.0
MYS,Urban,Population using at least basic sanitation services (%),98.0,98.0,98.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,99.0,100.0,100.0,100.0,100.0
MYS,Total,Population using at least basic sanitation services (%),97.0,97.0,97.0,97.0,98.0,98.0,98.0,98.0,98.0,99.0,99.0,99.0,99.0,99.0,100.0,100.0
MYS,Rural,Population using safely managed sanitation services (%),,,,,,,,,,,,,,,,
MYS,Urban,Population using safely managed sanitation services (%),,,,,,,,,,,,,,,,
MYS,Total,Population using safely managed sanitation services (%),78.0,78.0,79.0,79.0,79.0,80.0,80.0,80.0,80.0,81.0,81.0,81.0,81.0,82.0,82.0,82.0
MDV,Rural,Population using at least basic sanitation services (%),71.0,74.0,77.0,79.0,82.0,84.0,87.0,89.0,92.0,94.0,97.0,98.0,98.0,98.0,98.0,98.0
MDV,Urban,Population using at least basic sanitation services (%),95.0,95.0,95.0,95.0,95.0,94.0,94.0,94.0,94.0,93.0,93.0,93.0,93.0,93.0,93.0,93.0
MDV,Total,Population using at least basic sanitation services (%),78.0,80.0,82.0,84.0,86.0,88.0,89.0,91.0,92.0,94.0,95.0,96.0,96.0,96.0,96.0,96.0
MDV,Rural,Population using safely managed sanitation services (%),,,,,,,,,,,,,,,,
MDV,Urban,Population using safely managed sanitation services (%),,,,,,,,,,,,,,,,
MDV,Total,Population using safely managed sanitation services (%),,,,,,,,,,,,,,,,
MLI,Rural,Population using at least basic sanitation services (%),12.0,13.0,13.0,14.0,15.0,15.0,16.0,16.0,17.0,18.0,18.0,19.0,20.0,20.0,21.0,22.0
MLI,Urban,Population using at least basic sanitation services (%),38.0,38.0,39.0,39.0,40.0,41.0,41.0,42.0,42.0,43.0,43.0,44.0,44.0,45.0,45.0,46.0
MLI,Total,Population using at least basic sanitation services (%),19.0,20.0,21.0,22.0,23.0,23.0,24.0,25.0,26.0,27.0,27.0,28.0,29.0,30.0,30.0,31.0
MLI,Rural,Population using safely managed sanitation services (%),,,,,,,,,,,,,,,,
MLI,Urban,Population using safely managed sanitation services (%),,,,,,,,,,,,,,,,
MLI,Total,Population using safely managed sanitation services (%),,,,,,,,,,,,,,,,
MLT,Rural,Population using at least basic sanitation services (%),100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
MLT,Urban,Population using at least basic sanitation services (%),100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
MLT,Total,Population using at least basic sanitation services (%),100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
MLT,Rural,Population using safely managed sanitation services (%),93.0,93.0,93.0,93.0,93.0,93.0,93.0,93.0,93.0,93.0,93.0,93.0,93.0,93.0,93.0,93.0
MLT,Urban,Population using safely managed sanitation services (%),93.0,93.0,93.0,93.0,93.0,93.0,93.0,93.0,93.0,93.0,93.0,93.0,93.0,93.0,93.0,93.0
MLT,Total,Population using safely managed sanitation services (%),93.0,93.0,93.0,93.0,93.0,93.0,93.0,93.0,93.0,93.0,93.0,93.0,93.0,93.0,93.0,93.0
MHL,Rural,Population using at least basic sanitation services (%),,66.0,66.0,66.0,66.0,66.0,66.0,66.0,66.0,66.0,66.0,66.0,66.0,66.0,66.0,66.0
MHL,Urban,Population using at least basic sanitation services (%),,95.0,95.0,95.0,95.0,95.0,95.0,95.0,95.0,95.0,95.0,95.0,95.0,95.0,95.0,95.0
MHL,Total,Population using at least basic sanitation services (%),,86.0,86.0,86.0,86.0,86.0,86.0,86.0,86.0,86.0,87.0,87.0,87.0,87.0,87.0,87.0
MHL,Rural,Population using safely managed sanitation services (%),,,,,,,,,,,,,,,,
MHL,Urban,Population using safely managed sanitation services (%),,,,,,,,,,,,,,,,
MHL,Total,Population using safely managed sanitation services (%),,,,,,,,,,,,,,,,
MRT,Rural,Population using at least basic sanitation services (%),7.0,8.0,9.0,9.0,10.0,11.0,11.0,12.0,13.0,13.0,14.0,15.0,15.0,16.0,16.0,17.0
MRT,Urban,Population using at least basic sanitation services (%),40.0,41.0,43.0,45.0,46.0,48.0,49.0,51.0,52.0,54.0,55.0,57.0,58.0,60.0,62.0,63.0
MRT,Total,Population using at least basic sanitation services (%),23.0,25.0,26.0,27.0,29.0,30.0,32.0,33.0,34.0,36.0,37.0,39.0,40.0,42.0,43.0,45.0
MRT,Rural,Population using safely managed sanitation services (%),,,,,,,,,,,,,,,,
MRT,Urban,Population using safely managed sanitation services (%),,,,,,,,,,,,,,,,
MRT,Total,Population using safely managed sanitation services (%),,,,,,,,,,,,,,,,
MUS,Rural,Population using at least basic sanitation services (%),90.0,90.0,90.0,90.0,91.0,91.0,91.0,91.0,92.0,92.0,92.0,92.0,92.0,93.0,93.0,93.0
MUS,Urban,Population using at least basic sanitation services (%),93.0,93.0,93.0,94.0,94.0,94.0,94.0,94.0,94.0,94.0,94.0,94.0,94.0,94.0,94.0,94.0
MUS,Total,Population using at least basic sanitation services (%),91.0,91.0,92.0,92.0,92.0,92.0,92.0,92.0,92.0,93.0,93.0,93.0,93.0,93.0,93.0,93.0
MUS,Rural,Population using safely managed sanitation services (%),,,,,,,,,,,,,,,,
MUS,Urban,Population using safely managed sanitation services (%),,,,,,,,,,,,,,,,
MUS,Total,Population using safely managed sanitation services (%),,,,,,,,,,,,,,,,
MEX,Rural,Population using at least basic sanitation services (%),50.0,52.0,54.0,56.0,59.0,61.0,63.0,65.0,67.0,69.0,71.0,73.0,75.0,77.0,79.0,81.0
MEX,Urban,Population using at least basic sanitation services (%),85.0,86.0,86.0,86.0,87.0,87.0,88.0,88.0,88.0,89.0,89.0,90.0,90.0,91.0,91.0,91.0
MEX,Total,Population using at least basic sanitation services (%),76.0,77.0,78.0,79.0,80.0,81.0,82.0,83.0,83.0,84.0,85.0,86.0,87.0,88.0,88.0,89.0
MEX,Rural,Population using safely managed sanitation services (%),,,,,,,,,,,,,,,,
MEX,Urban,Population using safely managed sanitation services (%),19.0,21.0,23.0,24.0,26.0,28.0,29.0,31.0,33.0,35.0,37.0,39.0,40.0,42.0,44.0,46.0
MEX,Total,Population using safely managed sanitation services (%),19.0,21.0,22.0,24.0,26.0,27.0,29.0,30.0,32.0,34.0,36.0,38.0,39.0,41.0,43.0,45.0
FSM,Rural,Population using at least basic sanitation services (%),,,,,,,63.0,63.0,63.0,63.0,63.0,63.0,63.0,63.0,63.0,
FSM,Urban,Population using at least basic sanitation services (%),,,,,,,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,
FSM,Total,Population using at least basic sanitation services (%),,,,,,,68.0,68.0,68.0,68.0,68.0,68.0,68.0,68.0,68.0,
FSM,Rural,Population using safely managed sanitation services (%),,,,,,,,,,,,,,,,
FSM,Urban,Population using safely managed sanitation services (%),,,,,,,,,,,,,,,,
FSM,Total,Population using safely managed sanitation services (%),,,,,,,,,,,,,,,,
MCO,Rural,Population using at least basic sanitation services (%),,,,,,,,,,,,,,,,
MCO,Urban,Population using at least basic sanitation services (%),100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
MCO,Total,Population using at least basic sanitation services (%),100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
MCO,Rural,Population using safely managed sanitation services (%),,,,,,,,,,,,,,,,
MCO,Urban,Population using safely managed sanitation services (%),100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
MCO,Total,Population using safely managed sanitation services (%),100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
MNG,Rural,Population using at least basic sanitation services (%),26.0,27.0,28.0,29.0,30.0,31.0,32.0,34.0,35.0,36.0,37.0,38.0,39.0,40.0,40.0,41.0
MNG,Urban,Population using at least basic sanitation services (%),64.0,65.0,65.0,65.0,65.0,65.0,65.0,66.0,66.0,66.0,66.0,66.0,66.0,66.0,66.0,66.0
MNG,Total,Population using at least basic sanitation services (%),48.0,49.0,50.0,51.0,52.0,53.0,53.0,54.0,55.0,56.0,56.0,57.0,58.0,58.0,59.0,59.0
MNG,Rural,Population using safely managed sanitation services (%),,,,,,,,,,,,,,,,
MNG,Urban,Population using safely managed sanitation services (%),,,,,,,,,,,,,,,,
MNG,Total,Population using safely managed sanitation services (%),,,,,,,,,,,,,,,,
MNE,Rural,Population using at least basic sanitation services (%),,,,,,,89.0,89.0,89.0,90.0,90.0,91.0,91.0,91.0,92.0,92.0
MNE,Urban,Population using at least basic sanitation services (%),,,,,,,93.0,94.0,94.0,95.0,95.0,96.0,97.0,97.0,98.0,98.0
MNE,Total,Population using at least basic sanitation services (%),,,,,,,91.0,92.0,92.0,93.0,94.0,94.0,95.0,95.0,96.0,96.0
MNE,Rural,Population using safely managed sanitation services (%),,,,,,,,,,,,,,,,
MNE,Urban,Population using safely managed sanitation services (%),,,,,,,35.0,35.0,35.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0
MNE,Total,Population using safely managed sanitation services (%),,,,,,,,,,,,,,,,
MAR,Rural,Population using at least basic sanitation services (%),47.0,49.0,51.0,53.0,55.0,57.0,59.0,61.0,62.0,64.0,66.0,68.0,69.0,71.0,73.0,75.0
MAR,Urban,Population using at least basic sanitation services (%),87.0,87.0,88.0,88.0,88.0,88.0,88.0,88.0,88.0,89.0,89.0,89.0,89.0,89.0,89.0,89.0
MAR,Total,Population using at least basic sanitation services (%),69.0,70.0,71.0,72.0,73.0,74.0,75.0,76.0,77.0,78.0,79.0,80.0,81.0,82.0,83.0,83.0
MAR,Rural,Population using safely managed sanitation services (%),,,,,,,,,,,,,,,,
MAR,Urban,Population using safely managed sanitation services (%),38.0,38.0,38.0,38.0,38.0,38.0,38.0,38.0,38.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0
MAR,Total,Population using safely managed sanitation services (%),31.0,32.0,32.0,33.0,33.0,34.0,34.0,35.0,35.0,36.0,36.0,36.0,37.0,37.0,38.0,38.0
MOZ,Rural,Population using at least basic sanitation services (%),3.0,4.0,4.0,5.0,5.0,6.0,7.0,7.0,8.0,9.0,9.0,10.0,10.0,11.0,12.0,12.0
MOZ,Urban,Population using at least basic sanitation services (%),34.0,35.0,36.0,37.0,38.0,38.0,39.0,40.0,41.0,42.0,43.0,44.0,45.0,45.0,46.0,47.0
MOZ,Total,Population using at least basic sanitation services (%),12.0,13.0,14.0,14.0,15.0,16.0,17.0,17.0,18.0,19.0,20.0,20.0,21.0,22.0,23.0,24.0
MOZ,Rural,Population using safely managed sanitation services (%),3.0,4.0,4.0,5.0,5.0,6.0,7.0,7.0,8.0,8.0,9.0,10.0,10.0,11.0,12.0,12.0
MOZ,Urban,Population using safely managed sanitation services (%),,,,,,,,,,,,,,,,
MOZ,Total,Population using safely managed sanitation services (%),,,,,,,,,,,,,,,,
MMR,Rural,Population using at least basic sanitation services (%),65.0,65.0,64.0,64.0,63.0,63.0,62.0,62.0,62.0,61.0,61.0,60.0,60.0,59.0,59.0,59.0
MMR,Urban,Population using at least basic sanitation services (%),82.0,82.0,81.0,81.0,81.0,80.0,80.0,79.0,79.0,79.0,78.0,78.0,78.0,77.0,77.0,76.0
MMR,Total,Population using at least basic sanitation services (%),70.0,69.0,69.0,69.0,68.0,68.0,68.0,67.0,67.0,67.0,66.0,66.0,66.0,65.0,65.0,65.0
MMR,Rural,Population using safely managed sanitation services (%),,,,,,,,,,,,,,,,
MMR,Urban,Population using safely managed sanitation services (%),,,,,,,,,,,,,,,,
MMR,Total,Population using safely managed sanitation services (%),,,,,,,,,,,,,,,,
NAM,Rural,Population using at least basic sanitation services (%),14.0,14.0,14.0,14.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0,15.0
NAM,Urban,Population using at least basic sanitation services (%),58.0,58.0,57.0,57.0,57.0,57.0,57.0,56.0,56.0,56.0,56.0,56.0,55.0,55.0,55.0,55.0
NAM,Total,Population using at least basic sanitation services (%),28.0,29.0,29.0,29.0,30.0,30.0,30.0,31.0,31.0,32.0,32.0,32.0,33.0,33.0,33.0,34.0
NAM,Rural,Population using safely managed sanitation services (%),,,,,,,,,,,,,,,,
NAM,Urban,Population using safely managed sanitation services (%),,,,,,,,,,,,,,,,
NAM,Total,Population using safely managed sanitation services (%),,,,,,,,,,,,,,,,
NRU,Rural,Population using at least basic sanitation services (%),,,,,,,,,,,,,,,,
NRU,Urban,Population using at least basic sanitation services (%),66.0,66.0,66.0,66.0,66.0,66.0,66.0,66.0,66.0,66.0,66.0,66.0,66.0,66.0,66.0,66.0
NRU,Total,Population using at least basic sanitation services (%),66.0,66.0,66.0,66.0,66.0,66.0,66.0,66.0,66.0,66.0,66.0,66.0,66.0,66.0,66.0,66.0
NRU,Rural,Population using safely managed sanitation services (%),,,,,,,,,,,,,,,,
NRU,Urban,Population using safely managed sanitation services (%),,,,,,,,,,,,,,,,
NRU,Total,Population using safely managed sanitation services (%),,,,,,,,,,,,,,,,
NPL,Rural,Population using at least basic sanitation services (%),16.0,18.0,20.0,22.0,23.0,25.0,27.0,29.0,31.0,33.0,35.0,37.0,39.0,41.0,43.0,45.0
NPL,Urban,Population using at least basic sanitation services (%),42.0,42.0,43.0,44.0,44.0,45.0,46.0,47.0,47.0,48.0,49.0,50.0,50.0,51.0,52.0,52.0
NPL,Total,Population using at least basic sanitation services (%),19.0,21.0,23.0,25.0,27.0,28.0,30.0,32.0,34.0,36.0,37.0,39.0,41.0,43.0,44.0,46.0
NPL,Rural,Population using safely managed sanitation services (%),,,,,,,,,,,,,,,,
NPL,Urban,Population using safely managed sanitation services (%),,,,,,,,,,,,,,,,
NPL,Total,Population using safely managed sanitation services (%),,,,,,,,,,,,,,,,
NLD,Rural,Population using at least basic sanitation services (%),100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
NLD,Urban,Population using at least basic sanitation services (%),98.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0
NLD,Total,Population using at least basic sanitation services (%),98.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0
NLD,Rural,Population using safely managed sanitation services (%),97.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0
NLD,Urban,Population using safely managed sanitation services (%),98.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0
NLD,Total,Population using safely managed sanitation services (%),97.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0,97.0
NZL,Rural,Population using at least basic sanitation services (%),100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
NZL,Urban,Population using at least basic sanitation services (%),100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
NZL,Total,Population using at least basic sanitation services (%),100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
NZL,Rural,Population using safely managed sanitation services (%),,,,,,,,,,,,,,,,
NZL,Urban,Population using safely managed sanitation services (%),,,,,,,,,,,,,,,,
NZL,Total,Population using safely managed sanitation services (%),75.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0,76.0
NIC,Rural,Population using at least basic sanitation services (%),45.0,46.0,47.0,49.0,50.0,51.0,52.0,53.0,55.0,56.0,57.0,58.0,59.0,60.0,62.0,63.0
NIC,Urban,Population using at least basic sanitation services (%),73.0,74.0,75.0,76.0,76.0,77.0,78.0,79.0,80.0,81.0,82.0,82.0,83.0,84.0,85.0,86.0
NIC,Total,Population using at least basic sanitation services (%),60.0,61.0,63.0,64.0,65.0,66.0,67.0,68.0,69.0,70.0,71.0,72.0,73.0,74.0,75.0,76.0
NIC,Rural,Population using safely managed sanitation services (%),,,,,,,,,,,,,,,,
NIC,Urban,Population using safely managed sanitation services (%),,,,,,,,,,,,,,,,
NIC,Total,Population using safely managed sanitation services (%),,,,,,,,,,,,,,,,
NER,Rural,Population using at least basic sanitation services (%),2.0,2.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,6.0,6.0
NER,Urban,Population using at least basic sanitation services (%),26.0,27.0,28.0,29.0,30.0,32.0,33.0,34.0,35.0,36.0,38.0,39.0,40.0,41.0,42.0,44.0
NER,Total,Population using at least basic sanitation services (%),6.0,6.0,7.0,7.0,8.0,8.0,9.0,9.0,9.0,10.0,10.0,11.0,11.0,12.0,12.0,13.0
NER,Rural,Population using safely managed sanitation services (%),2.0,2.0,2.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0
NER,Urban,Population using safely managed sanitation services (%),15.0,16.0,17.0,18.0,18.0,19.0,19.0,20.0,20.0,21.0,21.0,22.0,22.0,23.0,23.0,24.0
NER,Total,Population using safely managed sanitation services (%),4.0,4.0,5.0,5.0,5.0,6.0,6.0,6.0,6.0,7.0,7.0,7.0,8.0,8.0,8.0,9.0
NGA,Rural,Population using at least basic sanitation services (%),35.0,34.0,34.0,33.0,33.0,32.0,32.0,31.0,31.0,30.0,30.0,29.0,29.0,28.0,28.0,27.0
NGA,Urban,Population using at least basic sanitation services (%),39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0,39.0
NGA,Total,Population using at least basic sanitation services (%),36.0,36.0,36.0,36.0,35.0,35.0,35.0,34.0,34.0,34.0,34.0,33.0,33.0,33.0,33.0,33.0
NGA,Rural,Population using safely managed sanitation services (%),,,,,,,,,,,,,,,,
NGA,Urban,Population using safely managed sanitation services (%),,,,,,,,,,,,,,,,
NGA,Total,Population using safely managed sanitation services (%),,,,,,,,,,,,,,,,
NIU,Rural,Population using at least basic sanitation services (%),,,,,,,,,,,,,,,,
NIU,Urban,Population using at least basic sanitation services (%),,,,,,,,,,,,,,,,
NIU,Total,Population using at least basic sanitation services (%),100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,99.0,99.0,98.0,98.0,97.0,97.0,97.0,97.0
NIU,Rural,Population using safely managed sanitation services (%),,,,,,,,,,,,,,,,
NIU,Urban,Population using safely managed sanitation services (%),,,,,,,,,,,,,,,,
NIU,Total,Population using safely managed sanitation services (%),,,,,,,,,,,,,,,,
NOR,Rural,Population using at least basic sanitation services (%),98.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0
NOR,Urban,Population using at least basic sanitation services (%),98.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0
NOR,Total,Population using at least basic sanitation services (%),98.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0,98.0
NOR,Rural,Population using safely managed sanitation services (%),,,,,,,,,,,,,,,,
NOR,Urban,Population using safely managed sanitation services (%),,,,,,,,,,,,,,,,
NOR,Total,Population using safely managed sanitation services (%),76.0,76.0,76.0,76.0,76.0,77.0,77.0,77.0,77.0,77.0,77.0,78.0,78.0,78.0,78.0,78.0
OMN,Rural,Population using at least basic sanitation services (%),76.0,76.0,78.0,80.0,81.0,83.0,85.0,87.0,89.0,90.0,92.0,94.0,96.0,97.0,99.0,99.0
OMN,Urban,Population using at least basic sanitation services (%),93.0,93.0,93.0,94.0,94.0,95.0,96.0,96.0,97.0,97.0,98.0,98.0,99.0,99.0,99.0,99.0
OMN,Total,Population using at least basic sanitation services (%),88.0,88.0,89.0,90.0,91.0,92.0,93.0,94.0,95.0,96.0,96.0,97.0,98.0,99.0,99.0,99.0
OMN,Rural,Population using safely managed sanitation services (%),,,,,,,,,,,,,,,,
OMN,Urban,Population using safely managed sanitation services (%),,,,,,,,,,,,,,,,
OMN,Total,Population using safely managed sanitation services (%),,,,,,,,,,,,,,,,
PAK,Rural,Population using at least basic sanitation services (%),14.0,16.0,19.0,21.0,23.0,25.0,28.0,30.0,32.0,34.0,37.0,39.0,41.0,44.0,46.0,48.0
PAK,Urban,Population using at least basic sanitation services (%),67.0,67.0,68.0,68.0,69.0,69.0,70.0,70.0,71.0,71.0,72.0,72.0,73.0,73.0,74.0,74.0
PAK,Total,Population using at least basic sanitation services (%),32.0,33.0,35.0,37.0,39.0,41.0,43.0,44.0,46.0,48.0,50.0,51.0,53.0,55.0,57.0,58.0
PAK,Rural,Population using safely managed sanitation services (%),,,,,,,,,,,,,,,,
PAK,Urban,Population using safely managed sanitation services (%),,,,,,,,,,,,,,,,
PAK,Total,Population using safely managed sanitation services (%),,,,,,,,,,,,,,,,
PLW,Rural,Population using at least basic sanitation services (%),67.0,70.0,73.0,77.0,80.0,83.0,86.0,89.0,93.0,96.0,99.0,100.0,100.0,100.0,100.0,100.0
PLW,Urban,Population using at least basic sanitation services (%),92.0,93.0,94.0,94.0,95.0,96.0,97.0,97.0,98.0,99.0,100.0,100.0,100.0,100.0,100.0,100.0
PLW,Total,Population using at least basic sanitation services (%),85.0,87.0,88.0,90.0,92.0,93.0,95.0,96.0,97.0,98.0,100.0,100.0,100.0,100.0,100.0,100.0
PLW,Rural,Population using safely managed sanitation services (%),,,,,,,,,,,,,,,,
PLW,Urban,Population using safely managed sanitation services (%),12.0,13.0,13.0,13.0,14.0,14.0,14.0,15.0,15.0,15.0,16.0,16.0,16.0,16.0,16.0,16.0
PLW,Total,Population using safely managed sanitation services (%),17.0,17.0,18.0,18.0,18.0,19.0,19.0,19.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0
PAN,Rural,Population using at least basic sanitation services (%),45.0,46.0,47.0,48.0,49.0,50.0,51.0,52.0,53.0,53.0,54.0,55.0,56.0,57.0,58.0,59.0
PAN,Urban,Population using at least basic sanitation services (%),76.0,77.0,77.0,78.0,78.0,79.0,80.0,80.0,81.0,82.0,82.0,83.0,84.0,84.0,85.0,86.0
PAN,Total,Population using at least basic sanitation services (%),64.0,65.0,66.0,67.0,68.0,68.0,69.0,70.0,71.0,72.0,73.0,74.0,74.0,75.0,76.0,77.0
PAN,Rural,Population using safely managed sanitation services (%),,,,,,,,,,,,,,,,
PAN,Urban,Population using safely managed sanitation services (%),25.0,25.0,25.0,26.0,26.0,26.0,26.0,27.0,27.0,27.0,27.0,28.0,28.0,28.0,29.0,29.0
PAN,Total,Population using safely managed sanitation services (%),,,,,,,,,,,,,,,,
PNG,Rural,Population using at least basic sanitation services (%),13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0
PNG,Urban,Population using at least basic sanitation services (%),55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0
PNG,Total,Population using at least basic sanitation services (%),19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0
PNG,Rural,Population using safely managed sanitation services (%),,,,,,,,,,,,,,,,
PNG,Urban,Population using safely managed sanitation services (%),,,,,,,,,,,,,,,,
PNG,Total,Population using safely managed sanitation services (%),,,,,,,,,,,,,,,,
PRY,Rural,Population using at least basic sanitation services (%),52.0,53.0,55.0,57.0,59.0,61.0,63.0,65.0,67.0,69.0,71.0,73.0,75.0,77.0,79.0,81.0
PRY,Urban,Population using at least basic sanitation services (%),88.0,89.0,90.0,90.0,91.0,92.0,92.0,93.0,94.0,94.0,95.0,96.0,96.0,97.0,98.0,98.0
PRY,Total,Population using at least basic sanitation services (%),72.0,73.0,75.0,76.0,77.0,79.0,80.0,81.0,83.0,84.0,85.0,86.0,88.0,89.0,90.0,91.0
PRY,Rural,Population using safely managed sanitation services (%),,,,,,,,,,,,,,,,
PRY,Urban,Population using safely managed sanitation services (%),,,,,,,,,,,,,,,,
PRY,Total,Population using safely managed sanitation services (%),,,,,,,,,,,,,,,,
PER,Rural,Population using at least basic sanitation services (%),25.0,27.0,30.0,32.0,34.0,36.0,38.0,41.0,43.0,45.0,47.0,49.0,52.0,54.0,56.0,58.0
PER,Urban,Population using at least basic sanitation services (%),76.0,77.0,77.0,77.0,78.0,78.0,79.0,79.0,79.0,80.0,80.0,80.0,81.0,81.0,82.0,82.0
PER,Total,Population using at least basic sanitation services (%),63.0,64.0,65.0,66.0,67.0,68.0,69.0,70.0,71.0,72.0,72.0,73.0,74.0,75.0,76.0,77.0
PER,Rural,Population using safely managed sanitation services (%),,,,,,,,,,,,,,,,
PER,Urban,Population using safely managed sanitation services (%),18.0,19.0,20.0,21.0,22.0,23.0,24.0,26.0,27.0,28.0,29.0,30.0,31.0,32.0,34.0,35.0
PER,Total,Population using safely managed sanitation services (%),15.0,16.0,17.0,18.0,19.0,20.0,21.0,22.0,23.0,24.0,25.0,26.0,27.0,28.0,29.0,30.0
PHL,Rural,Population using at least basic sanitation services (%),59.0,60.0,61.0,62.0,63.0,63.0,64.0,65.0,66.0,67.0,68.0,68.0,69.0,70.0,71.0,72.0
PHL,Urban,Population using at least basic sanitation services (%),75.0,76.0,76.0,76.0,76.0,77.0,77.0,77.0,77.0,78.0,78.0,78.0,78.0,78.0,79.0,79.0
PHL,Total,Population using at least basic sanitation services (%),67.0,67.0,68.0,68.0,69.0,70.0,70.0,71.0,71.0,72.0,72.0,73.0,73.0,74.0,74.0,75.0
PHL,Rural,Population using safely managed sanitation services (%),,,,,,,,,,,,,,,,
PHL,Urban,Population using safely managed sanitation services (%),,,,,,,,,,,,,,,,
PHL,Total,Population using safely managed sanitation services (%),,,,,,,,,,,,,,,,
POL,Rural,Population using at least basic sanitation services (%),76.0,77.0,79.0,80.0,82.0,83.0,85.0,86.0,88.0,89.0,91.0,92.0,94.0,95.0,97.0,98.0
POL,Urban,Population using at least basic sanitation services (%),94.0,94.0,94.0,95.0,95.0,95.0,96.0,96.0,96.0,96.0,97.0,97.0,97.0,98.0,98.0,98.0
POL,Total,Population using at least basic sanitation services (%),87.0,88.0,89.0,89.0,90.0,91.0,91.0,92.0,93.0,94.0,94.0,95.0,96.0,97.0,97.0,98.0
POL,Rural,Population using safely managed sanitation services (%),,,,,,,,,,,,,,,,
POL,Urban,Population using safely managed sanitation services (%),87.0,87.0,87.0,87.0,88.0,88.0,88.0,89.0,89.0,89.0,90.0,90.0,90.0,90.0,91.0,91.0
POL,Total,Population using safely managed sanitation services (%),71.0,71.0,72.0,72.0,72.0,73.0,73.0,74.0,74.0,75.0,75.0,76.0,76.0,76.0,77.0,77.0
PRT,Rural,Population using at least basic sanitation services (%),96.0,96.0,96.0,97.0,97.0,97.0,97.0,98.0,98.0,98.0,98.0,99.0,99.0,99.0,99.0,100.0
