country_code,statistic,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
LTU,Measles-containing-vaccine second-dose (MCV2) immunization coverage by the nationally recommended age (%),,,,,,,,,,,,,,,,,,,,,97,96,95,93,93,95,94,96,96,94,95,94,93,92,92,92,92,92
LTU,Pneumoccocal conjugate vaccines (PCV3) immunization coverage among 1-year-olds (%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82,82
LTU,Polio (Pol3) immunization coverage among 1-year-olds (%),,,,,,,,,,,,,88,86,88,89,93,95,88,88,92,97,97,91,90,93,94,95,96,98,95,92,93,93,93,93,94,94
LUX,Measles-containing-vaccine second-dose (MCV2) immunization coverage by the nationally recommended age (%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86,86,86,86,86,86
LUX,Pneumoccocal conjugate vaccines (PCV3) immunization coverage among 1-year-olds (%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,86,86,86,86,95,95,95,95,95,95
LUX,Polio (Pol3) immunization coverage among 1-year-olds (%),,,,90,90,90,90,90,90,90,90,90,90,92,94,96,98,98,98,99,99,99,99,99,99,99,99,96,96,96,96,96,99,99,99,99,99,99
LUX,Rotavirus vaccines completed dose (RotaC) immunization coverage among 1-year-olds (%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86,87,88,89,89,89,89,89,89
MDG,BCG immunization coverage among 1-year-olds (%),21,26,22,31,28,31,49,54,70,72,67,75,77,77,77,72,67,67,70,72,72,73,73,77,85,92,95,94,83,78,76,82,78,77,75,70,70,70
MDG,Neonates protected at birth against neonatal tetanus (PAB) (%),,,1,15,20,26,35,37,42,44,45,35,35,33,36,38,35,47,48,54,58,60,61,62,63,66,71,72,76,76,76,78,78,78,78,78,78,78
MDG,Pneumoccocal conjugate vaccines (PCV3) immunization coverage among 1-year-olds (%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76,72,69,76,74
MDG,Polio (Pol3) immunization coverage among 1-year-olds (%),,,8,11,13,21,28,34,41,42,46,54,64,64,64,56,48,48,53,57,58,60,61,65,74,80,83,83,77,76,70,73,71,73,73,71,75,71
MDG,Rotavirus vaccines completed dose (RotaC) immunization coverage among 1-year-olds (%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39,69,78,77
MWI,BCG immunization coverage among 1-year-olds (%),,86,87,81,74,87,87,92,90,96,97,96,98,96,94,97,95,99,99,87,83,93,78,91,97,99,99,95,97,95,97,99,99,96,97,90,86,89
MWI,Measles-containing-vaccine second-dose (MCV2) immunization coverage by the nationally recommended age (%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,61,67
MWI,Neonates protected at birth against neonatal tetanus (PAB) (%),,,,1,28,26,50,50,69,77,81,83,79,82,85,87,80,87,89,84,84,87,85,87,86,86,88,86,87,87,87,87,89,89,89,89,89,89
MWI,Pneumoccocal conjugate vaccines (PCV3) immunization coverage among 1-year-olds (%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99,89,87,88,83,88
MWI,Polio (Pol3) immunization coverage among 1-year-olds (%),28,57,58,58,56,55,53,78,72,90,93,96,98,91,84,90,82,94,93,77,73,86,79,85,94,94,99,88,92,93,86,97,95,89,87,88,83,87
MWI,Rotavirus vaccines completed dose (RotaC) immunization coverage among 1-year-olds (%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,81,83,84,81,85
MYS,BCG immunization coverage among 1-year-olds (%),94,91,95,94,95,95,96,98,99,99,99,99,99,98,97,98,98,98,98,99,99,98,98,99,99,98,98,99,99,99,99,99,99,99,99,99,99,98
MYS,Measles-containing-vaccine second-dose (MCV2) immunization coverage by the nationally recommended age (%),,,,,,,,,,,,,,,,,,,,,,,,,,91,90,92,93,95,95,95,99,99,99,99,99,99
MYS,Neonates protected at birth against neonatal tetanus (PAB) (%),20,22,21,23,19,52,56,60,66,81,82,83,85,84,83,84,85,85,81,85,88,87,86,86,88,88,88,87,87,87,87,90,90,90,90,90,90,92
MYS,Polio (Pol3) immunization coverage among 1-year-olds (%),67,69,66,55,55,56,62,68,67,84,90,91,91,91,94,98,97,98,97,97,98,95,94,96,95,96,95,97,97,97,96,96,97,97,97,99,98,99
MDV,BCG immunization coverage among 1-year-olds (%),7,8,20,27,36,45,54,62,98,98,99,99,99,89,98,99,99,99,99,98,99,98,99,98,98,97,99,98,98,99,97,98,99,99,99,99,99,99
MDV,Measles-containing-vaccine second-dose (MCV2) immunization coverage by the nationally recommended age (%),,,,,,,,,,,,,,,,,,,,,,,,,,,,56,76,96,96,96,99,99,97,99,99,99
MDV,Neonates protected at birth against neonatal tetanus (PAB) (%),8,4,28,20,12,25,28,47,53,69,86,89,90,91,91,92,92,93,91,93,95,95,94,94,94,94,94,94,95,95,95,95,95,95,95,99,99,99
MDV,Polio (Pol3) immunization coverage among 1-year-olds (%),4,1,1,13,24,28,42,42,86,91,94,97,98,98,97,97,96,97,97,98,98,97,98,98,96,98,98,98,98,98,97,96,99,99,99,99,99,99
MLI,BCG immunization coverage among 1-year-olds (%),,19,23,26,30,33,37,51,64,85,82,68,70,74,75,76,80,84,79,78,69,75,82,74,76,83,86,86,86,84,82,84,77,70,73,73,73,73
MLI,Neonates protected at birth against neonatal tetanus (PAB) (%),,1,2,2,3,4,5,10,24,36,45,45,36,36,34,36,36,37,38,43,50,52,59,60,86,86,89,90,92,92,85,89,89,85,85,85,85,85
MLI,Pneumoccocal conjugate vaccines (PCV3) immunization coverage among 1-year-olds (%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56,58,59,57,57,57,57
MLI,Polio (Pol3) immunization coverage among 1-year-olds (%),,,,,,8,6,8,18,26,42,34,38,46,39,49,53,52,52,53,53,56,65,67,70,78,79,76,74,77,77,72,65,57,62,62,62,62
MLI,Rotavirus vaccines completed dose (RotaC) immunization coverage among 1-year-olds (%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,35,47,59
MLT,BCG immunization coverage among 1-year-olds (%),,,,63,63,65,72,79,67,79,77,87,79,77,77,92,96,,,,,,,,,,,,,,,,,,,,,
MLT,Measles-containing-vaccine second-dose (MCV2) immunization coverage by the nationally recommended age (%),,,,,,,,,,,,,,,,,,,,,,,,2,31,60,86,77,83,85,85,85,91,88,94,91,86,83
MLT,Polio (Pol3) immunization coverage among 1-year-olds (%),,75,80,85,90,84,73,87,79,88,86,86,81,83,78,92,92,92,92,93,94,95,95,94,89,94,83,76,72,73,76,96,99,99,99,97,97,98
MHL,BCG immunization coverage among 1-year-olds (%),,,,,,,,,,,49,71,72,88,96,71,98,94,81,81,89,99,90,93,91,93,92,92,95,98,99,98,97,93,89,99,94,96
MHL,Measles-containing-vaccine second-dose (MCV2) immunization coverage by the nationally recommended age (%),,,,,,,,,,,,,,,,,,,,,6,6,70,90,92,71,60,91,79,66,90,74,58,56,53,70,49,62
MHL,Pneumoccocal conjugate vaccines (PCV3) immunization coverage among 1-year-olds (%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49,24,35,46,38,29,75,65,72
MHL,Polio (Pol3) immunization coverage among 1-year-olds (%),,,,,,,,33,37,63,89,71,62,52,62,64,77,71,86,86,36,56,80,80,68,88,95,91,96,99,95,88,80,79,77,85,69,79
MHL,Rotavirus vaccines completed dose (RotaC) immunization coverage among 1-year-olds (%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71,25,43,60,52,44,41,38,46
MRT,BCG immunization coverage among 1-year-olds (%),,57,61,66,70,74,73,77,79,79,79,80,81,84,82,80,79,78,77,75,78,95,99,96,94,91,86,92,89,81,85,86,95,95,93,85,86,90
MRT,Neonates protected at birth against neonatal tetanus (PAB) (%),,5,8,16,16,17,23,32,20,24,24,32,40,36,41,43,45,70,57,40,44,51,59,58,62,59,62,77,77,87,87,80,80,80,80,80,80,80
MRT,Pneumoccocal conjugate vaccines (PCV3) immunization coverage among 1-year-olds (%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,71,71,73,77
MRT,Polio (Pol3) immunization coverage among 1-year-olds (%),,18,19,20,21,16,11,10,29,28,33,28,39,44,50,56,50,28,16,61,58,75,91,75,68,71,68,75,73,63,52,73,80,80,81,67,73,81
MRT,Rotavirus vaccines completed dose (RotaC) immunization coverage among 1-year-olds (%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,56,73,76
MUS,BCG immunization coverage among 1-year-olds (%),89,87,89,88,88,87,88,87,88,88,87,87,87,87,87,86,86,87,87,86,88,89,87,99,99,99,97,98,96,95,99,99,99,99,97,98,98,99
MUS,Measles-containing-vaccine second-dose (MCV2) immunization coverage by the nationally recommended age (%),,,,,,,,,,,,,,,,,,,,,,,,,80,78,85,80,83,85,90,89,90,85,85,96,92,95
MUS,Neonates protected at birth against neonatal tetanus (PAB) (%),1,1,1,1,9,18,53,62,71,62,61,69,77,77,78,78,79,78,78,78,79,79,79,79,89,86,85,86,87,87,95,95,95,95,95,95,95,95
MUS,Pneumoccocal conjugate vaccines (PCV3) immunization coverage among 1-year-olds (%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,84
MUS,Polio (Pol3) immunization coverage among 1-year-olds (%),90,83,96,91,87,91,97,96,87,86,86,91,88,89,89,93,90,90,90,85,88,93,88,99,98,97,98,96,99,99,99,98,98,98,98,98,96,95
MUS,Rotavirus vaccines completed dose (RotaC) immunization coverage among 1-year-olds (%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66,92,90
MEX,BCG immunization coverage among 1-year-olds (%),48,41,50,52,47,16,54,71,72,80,67,89,94,93,97,98,99,99,99,99,99,99,99,99,99,99,99,99,99,99,98,99,99,91,96,98,99,94
MEX,Measles-containing-vaccine second-dose (MCV2) immunization coverage by the nationally recommended age (%),,,,,,,,,,,,,,,,,,,,,98,99,89,96,97,97,91,85,94,92,91,97,92,76,95,96,98,98
MEX,Neonates protected at birth against neonatal tetanus (PAB) (%),5,10,17,23,30,36,42,48,52,56,59,62,64,67,69,71,73,75,77,79,81,83,85,88,85,86,87,87,87,87,88,88,88,88,88,90,90,96
MEX,Pneumoccocal conjugate vaccines (PCV3) immunization coverage among 1-year-olds (%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,46,92,98,99,84,94,93,92,91
MEX,Polio (Pol3) immunization coverage among 1-year-olds (%),91,99,99,88,99,67,96,97,95,96,66,87,91,83,92,92,95,95,96,96,97,97,98,98,98,98,98,98,96,95,95,97,99,83,87,87,96,96
MEX,Rotavirus vaccines completed dose (RotaC) immunization coverage among 1-year-olds (%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,47,93,90,98,99,81,85,81,72,69
FSM,BCG immunization coverage among 1-year-olds (%),,,,,,,,,,8,12,50,50,50,50,50,49,48,52,39,24,39,52,64,62,70,55,82,79,75,70,75,78,70,73,76,85,83
FSM,Measles-containing-vaccine second-dose (MCV2) immunization coverage by the nationally recommended age (%),,,,,,,,,,,,,,,,,,,,,50,64,65,66,74,84,85,86,84,82,75,75,70,75,75,74,45,52
FSM,Pneumoccocal conjugate vaccines (PCV3) immunization coverage among 1-year-olds (%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70,63,60,61,64,67,63,65
FSM,Polio (Pol3) immunization coverage among 1-year-olds (%),,,,,,,,56,71,78,85,78,79,79,81,81,78,75,79,76,85,79,84,88,82,94,81,79,88,81,85,83,81,81,76,71,68,72
FSM,Rotavirus vaccines completed dose (RotaC) immunization coverage among 1-year-olds (%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70,40,45,33,40,46,35,35
MCO,BCG immunization coverage among 1-year-olds (%),,,,,,,,,99,99,99,99,98,94,90,90,93,95,99,99,97,94,92,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89
MCO,Measles-containing-vaccine second-dose (MCV2) immunization coverage by the nationally recommended age (%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79,79,79,79
MCO,Polio (Pol3) immunization coverage among 1-year-olds (%),,,,,,,,,99,99,99,98,98,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99
MNG,BCG immunization coverage among 1-year-olds (%),51,53,52,52,52,52,54,60,78,92,81,85,83,84,90,94,90,96,95,97,97,98,98,98,98,99,98,99,98,98,99,99,99,99,99,99,99,99
MNG,Measles-containing-vaccine second-dose (MCV2) immunization coverage by the nationally recommended age (%),,,,,,,,,,,,,,,,,,,,,75,95,96,98,98,98,96,97,96,97,95,98,98,97,98,98,90,98
MNG,Pneumoccocal conjugate vaccines (PCV3) immunization coverage among 1-year-olds (%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13
MNG,Polio (Pol3) immunization coverage among 1-year-olds (%),86,86,86,86,86,86,86,86,87,87,87,78,54,79,77,86,90,92,94,94,94,95,98,98,99,99,98,99,95,96,96,99,99,98,99,99,99,99
MNE,BCG immunization coverage among 1-year-olds (%),,,,,,,,,,,,,,,,,,,,,,,,,,,98,98,98,95,95,97,95,93,91,88,85,83
MNE,Measles-containing-vaccine second-dose (MCV2) immunization coverage by the nationally recommended age (%),,,,,,,,,,,,,,,,,,,,,,,,,,,,95,96,96,97,97,97,94,95,94,86,83
MNE,Polio (Pol3) immunization coverage among 1-year-olds (%),,,,,,,,,,,,,,,,,,,,,,,,,,,90,92,95,91,93,95,94,94,91,89,89,87
MAR,BCG immunization coverage among 1-year-olds (%),,,50,62,70,77,83,92,92,91,96,96,97,99,97,96,96,94,90,93,97,93,92,92,95,95,95,96,99,99,99,99,99,99,99,99,99,99
MAR,Measles-containing-vaccine second-dose (MCV2) immunization coverage by the nationally recommended age (%),,,,,,,,,,,,,,,,,,,,,,,,,91,92,92,92,,,,,,,54,95,99,99
MAR,Neonates protected at birth against neonatal tetanus (PAB) (%),,,,,,,,29,47,63,66,73,76,84,82,80,63,60,53,55,86,83,84,84,84,89,87,88,90,87,89,89,89,89,88,88,88,88
MAR,Pneumoccocal conjugate vaccines (PCV3) immunization coverage among 1-year-olds (%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,23,72,80,90,95,98,99
MAR,Polio (Pol3) immunization coverage among 1-year-olds (%),,,32,41,45,51,63,82,82,80,81,82,87,86,87,90,95,95,93,91,95,93,94,91,97,98,97,95,99,99,99,98,99,99,99,99,99,99
MAR,Rotavirus vaccines completed dose (RotaC) immunization coverage among 1-year-olds (%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,80,88,90,90,90,99,99
MOZ,BCG immunization coverage among 1-year-olds (%),,46,56,59,49,47,45,52,49,53,59,63,64,66,78,78,78,80,81,83,84,86,87,90,90,90,90,90,90,90,90,91,91,93,94,95,95,95
MOZ,Measles-containing-vaccine second-dose (MCV2) immunization coverage by the nationally recommended age (%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,45
MOZ,Neonates protected at birth against neonatal tetanus (PAB) (%),,,36,42,47,49,33,33,33,41,37,46,47,44,41,53,54,58,61,69,75,68,64,60,62,77,81,82,83,83,83,83,83,83,83,83,83,86
MOZ,Pneumoccocal conjugate vaccines (PCV3) immunization coverage among 1-year-olds (%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45,73,80,80,80
MOZ,Polio (Pol3) immunization coverage among 1-year-olds (%),,32,43,38,32,25,32,38,38,47,46,46,50,49,55,57,55,58,62,65,69,72,76,67,69,71,73,75,74,74,73,73,73,78,79,80,80,80
MOZ,Rotavirus vaccines completed dose (RotaC) immunization coverage among 1-year-olds (%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,70,80
MMR,BCG immunization coverage among 1-year-olds (%),9,15,20,28,36,45,28,54,60,66,95,69,77,80,83,90,92,94,95,90,88,75,82,80,85,76,85,89,88,93,93,93,87,86,92,94,88,91
MMR,Measles-containing-vaccine second-dose (MCV2) immunization coverage by the nationally recommended age (%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,57,65,75,80,,80,82,78,86,80
MMR,Neonates protected at birth against neonatal tetanus (PAB) (%),3,6,12,15,21,24,31,35,37,49,62,80,81,82,76,80,82,84,82,76,79,81,85,86,87,89,92,93,93,93,93,93,93,87,87,87,87,90
MMR,Pneumoccocal conjugate vaccines (PCV3) immunization coverage among 1-year-olds (%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,89
MMR,Polio (Pol3) immunization coverage among 1-year-olds (%),,,1,3,2,3,4,10,22,45,88,66,71,73,77,84,87,90,90,88,88,77,84,86,92,86,82,84,85,90,90,90,87,76,88,89,89,89
NAM,BCG immunization coverage among 1-year-olds (%),,,,,,,,,,,,91,92,92,99,92,79,65,85,80,77,69,81,92,94,95,88,95,88,85,88,89,90,94,97,94,89,94
NAM,Measles-containing-vaccine second-dose (MCV2) immunization coverage by the nationally recommended age (%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32
NAM,Neonates protected at birth against neonatal tetanus (PAB) (%),,,,,,,,,,,,36,38,46,61,40,76,79,77,83,74,86,80,78,79,80,81,82,82,82,83,83,83,83,85,85,88,88
NAM,Pneumoccocal conjugate vaccines (PCV3) immunization coverage among 1-year-olds (%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81,84,67
NAM,Polio (Pol3) immunization coverage among 1-year-olds (%),,,,,,,,,,,,70,70,79,80,73,71,69,74,72,80,79,78,82,81,86,74,81,83,83,83,85,84,89,88,92,84,83
NAM,Rotavirus vaccines completed dose (RotaC) immunization coverage among 1-year-olds (%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87,86,86
NRU,BCG immunization coverage among 1-year-olds (%),,,,,81,81,87,93,95,96,93,90,86,84,81,78,78,78,89,95,93,99,99,97,93,90,99,99,99,99,99,99,99,99,99,99,99,99
NRU,Measles-containing-vaccine second-dose (MCV2) immunization coverage by the nationally recommended age (%),,,,,,,,,,,,,,,,,,,,,,95,83,72,60,50,97,99,99,92,99,99,81,88,94,96,96,94
NRU,Polio (Pol3) immunization coverage among 1-year-olds (%),,,,,52,73,59,55,67,70,74,70,67,63,60,56,46,36,72,64,27,99,59,66,73,80,90,99,99,99,99,99,79,87,95,91,91,87
NPL,BCG immunization coverage among 1-year-olds (%),22,32,59,53,58,67,67,62,66,70,74,74,75,75,76,76,81,86,81,93,84,84,85,91,85,87,93,89,87,94,94,97,96,97,99,94,93,95
NPL,Measles-containing-vaccine second-dose (MCV2) immunization coverage by the nationally recommended age (%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,59
NPL,Neonates protected at birth against neonatal tetanus (PAB) (%),1,4,8,13,15,18,29,25,37,32,35,36,36,45,47,48,49,59,61,62,67,76,85,90,90,88,86,84,81,81,81,82,82,82,82,82,82,89
NPL,Pneumoccocal conjugate vaccines (PCV3) immunization coverage among 1-year-olds (%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,46,80
NPL,Polio (Pol3) immunization coverage among 1-year-olds (%),,1,3,4,6,20,34,43,43,42,42,45,48,51,54,50,60,70,66,76,74,73,72,76,80,78,91,82,82,93,83,92,90,92,92,90,85,90
NLD,Measles-containing-vaccine second-dose (MCV2) immunization coverage by the nationally recommended age (%),,,,,,,,,,,,,,,,,,,,,,,96,98,98,93,92,92,93,93,92,93,93,92,93,92,91,90
NLD,Pneumoccocal conjugate vaccines (PCV3) immunization coverage among 1-year-olds (%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96,96,96,96,96,95,94,94,93
NLD,Polio (Pol3) immunization coverage among 1-year-olds (%),96,96,97,97,97,97,97,97,97,97,97,97,98,97,97,97,97,97,97,97,97,97,97,98,98,96,96,97,97,97,97,97,97,97,96,95,95,94
NZL,Measles-containing-vaccine second-dose (MCV2) immunization coverage by the nationally recommended age (%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86,85,86,86,87,89,90
NZL,Pneumoccocal conjugate vaccines (PCV3) immunization coverage among 1-year-olds (%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87,89,92,92,93,93,93,93,94
NZL,Polio (Pol3) immunization coverage among 1-year-olds (%),,,,72,84,84,84,74,75,83,90,68,68,76,84,87,94,99,82,85,82,82,84,86,87,89,89,88,89,92,93,95,93,92,93,92,92,94
NZL,Rotavirus vaccines completed dose (RotaC) immunization coverage among 1-year-olds (%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66,89
NIC,BCG immunization coverage among 1-year-olds (%),34,66,83,89,98,99,99,94,91,94,84,74,91,91,92,93,94,95,92,99,96,97,93,94,88,88,98,98,98,98,98,98,98,98,98,98,98,98
NIC,Measles-containing-vaccine second-dose (MCV2) immunization coverage by the nationally recommended age (%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84
NIC,Neonates protected at birth against neonatal tetanus (PAB) (%),,3,7,12,16,21,26,30,32,34,39,45,50,59,64,68,71,75,78,80,83,85,87,88,91,87,85,80,80,80,81,81,81,81,81,81,81,90
NIC,Pneumoccocal conjugate vaccines (PCV3) immunization coverage among 1-year-olds (%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61,98,98,98,98,98,98
NIC,Polio (Pol3) immunization coverage among 1-year-olds (%),21,24,71,83,81,88,94,99,91,87,90,85,84,84,84,83,83,83,83,85,85,89,85,86,80,87,88,93,97,99,99,99,99,99,99,99,99,99
NIC,Rotavirus vaccines completed dose (RotaC) immunization coverage among 1-year-olds (%),,,,,,,,,,,,,,,,,,,,,,,,,,,,66,89,94,98,98,98,98,98,98,98,98
NER,BCG immunization coverage among 1-year-olds (%),,28,28,28,28,28,28,28,27,32,50,38,38,34,32,53,53,48,48,47,50,53,56,58,61,64,69,73,78,86,81,53,85,41,83,88,91,91
NER,Measles-containing-vaccine second-dose (MCV2) immunization coverage by the nationally recommended age (%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,16,23,38
NER,Neonates protected at birth against neonatal tetanus (PAB) (%),,3,4,5,5,5,5,7,9,14,17,40,49,56,57,57,58,57,63,62,63,64,65,65,66,69,73,79,84,84,84,84,84,81,81,81,81,81
NER,Pneumoccocal conjugate vaccines (PCV3) immunization coverage among 1-year-olds (%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,49,76,80
NER,Polio (Pol3) immunization coverage among 1-year-olds (%),,6,6,5,5,4,5,7,9,13,22,19,20,20,20,23,23,25,33,40,41,42,43,44,45,46,52,57,68,71,75,40,71,59,74,75,80,82
NER,Rotavirus vaccines completed dose (RotaC) immunization coverage among 1-year-olds (%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,47,83,84
NGA,BCG immunization coverage among 1-year-olds (%),,23,21,19,16,28,40,47,54,61,80,60,57,52,55,42,43,29,49,46,44,41,38,42,45,49,52,53,65,76,62,57,51,51,51,53,53,53
NGA,Neonates protected at birth against neonatal tetanus (PAB) (%),,10,11,12,10,11,16,22,29,30,32,33,35,35,36,44,46,48,48,49,57,59,60,61,61,62,63,63,64,67,69,60,60,60,55,55,55,55
NGA,Pneumoccocal conjugate vaccines (PCV3) immunization coverage among 1-year-olds (%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,36,36
NGA,Polio (Pol3) immunization coverage among 1-year-olds (%),,,,,8,16,21,28,36,47,55,42,38,28,45,31,26,25,22,27,31,36,40,42,43,45,46,54,60,66,54,48,42,41,40,40,40,40
NIU,BCG immunization coverage among 1-year-olds (%),85,99,80,60,41,41,71,99,99,99,99,99,99,99,99,92,99,99,99,99,99,99,99,99,95,96,99,98,99,99,99,99,99,99,99,99,91,99
NIU,Measles-containing-vaccine second-dose (MCV2) immunization coverage by the nationally recommended age (%),,,,,,,,,,,,,,,,,,,,,99,99,90,86,99,70,99,99,99,99,99,98,98,99,99,99,99,99
NIU,Pneumoccocal conjugate vaccines (PCV3) immunization coverage among 1-year-olds (%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99,99,99,99,99,99,99,99,99
NIU,Polio (Pol3) immunization coverage among 1-year-olds (%),76,79,67,55,43,62,80,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,94,99,85,99,98,99,99,99,98,98,99,99,99,99,99
NIU,Rotavirus vaccines completed dose (RotaC) immunization coverage among 1-year-olds (%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74,99
NOR,Measles-containing-vaccine second-dose (MCV2) immunization coverage by the nationally recommended age (%),,,,,,,,,,,,,,,,,,,,,90,90,90,89,90,91,91,93,95,96,97,94,91,91,92,91,91,91
NOR,Pneumoccocal conjugate vaccines (PCV3) immunization coverage among 1-year-olds (%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,86,91,91,92,93,93,91,93,94,94
NOR,Polio (Pol3) immunization coverage among 1-year-olds (%),,,,90,90,90,84,80,84,84,84,93,98,92,93,92,92,91,91,91,91,91,93,92,92,91,94,93,94,94,93,94,95,94,93,95,96,96
OMN,BCG immunization coverage among 1-year-olds (%),51,54,77,77,79,93,95,97,96,95,96,94,96,95,96,96,96,96,96,98,98,98,98,98,99,98,99,99,99,99,99,99,99,99,99,99,99,99
OMN,Measles-containing-vaccine second-dose (MCV2) immunization coverage by the nationally recommended age (%),,,,,,,,,,,,,,,,,,,,,99,99,98,98,98,97,97,95,98,99,99,99,99,99,99,98,99,99
OMN,Neonates protected at birth against neonatal tetanus (PAB) (%),35,32,29,31,37,82,42,65,85,89,93,87,89,93,86,80,78,94,94,94,94,94,94,94,94,94,94,95,91,91,91,91,91,91,98,98,98,99
OMN,Pneumoccocal conjugate vaccines (PCV3) immunization coverage among 1-year-olds (%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96,99,99,99,99,98,98,99,99
OMN,Polio (Pol3) immunization coverage among 1-year-olds (%),18,19,24,31,45,60,82,89,90,98,98,95,99,97,97,99,99,99,99,99,99,99,99,99,99,99,98,97,97,96,99,99,99,99,99,99,99,99
PAK,BCG immunization coverage among 1-year-olds (%),6,11,12,35,55,62,69,72,77,80,80,80,80,77,75,73,59,62,66,70,74,78,82,80,78,78,77,77,75,74,74,83,84,84,85,86,86,86
PAK,Measles-containing-vaccine second-dose (MCV2) immunization coverage by the nationally recommended age (%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,31,31,32,31,33,35,45,45
PAK,Neonates protected at birth against neonatal tetanus (PAB) (%),,1,1,4,8,12,20,32,31,40,50,55,59,62,62,63,65,67,68,70,71,74,79,79,78,78,80,78,80,84,84,75,75,75,75,75,80,85
PAK,Pneumoccocal conjugate vaccines (PCV3) immunization coverage among 1-year-olds (%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65,68,72,75,75
PAK,Polio (Pol3) immunization coverage among 1-year-olds (%),2,3,5,15,23,30,34,36,38,40,54,50,42,37,39,58,46,52,58,60,61,63,64,66,67,63,58,54,53,52,52,63,64,65,69,72,75,75
PAK,Rotavirus vaccines completed dose (RotaC) immunization coverage among 1-year-olds (%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12
PLW,Measles-containing-vaccine second-dose (MCV2) immunization coverage by the nationally recommended age (%),,,,,,,,,,,,,,,,,,,,,75,83,90,94,98,95,98,83,77,79,39,83,86,98,81,82,95,95
PLW,Pneumoccocal conjugate vaccines (PCV3) immunization coverage among 1-year-olds (%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,18,45,61,82,93,93,95,98,89
